timestamp,losses_mw,vm_mean,vm_min,vm_max,voltage_deviation_pu,max_line_loading,n_overloaded_lines,n_voltage_violations,total_load_mw,converged,ev_soc_mean,ev_p_total
2019-01-01 00:00:00+00:00,19.526866570384477,1.0440616993811578,0.982,1.074483305729302,0.04594375066320903,0.9477379269756218,0,16,4207.2643268392085,True,0.5,0.0
2019-01-01 01:00:00+00:00,19.12117601095142,1.0447099669694428,0.982,1.075720930321221,0.04659201825149426,0.9547254167148064,0,16,4058.7755091979243,True,0.5,0.0
2019-01-01 02:00:00+00:00,20.450092621693337,1.0450893882371641,0.982,1.0760561484068059,0.046971439519215244,1.0193465767506233,1,17,3939.2702026693996,True,0.5,0.0
2019-01-01 03:00:00+00:00,22.697419635527943,1.0445824119887703,0.982,1.075587283197815,0.04646446327082142,1.095489581044383,2,16,3936.577810614589,True,0.5,0.0
2019-01-01 04:00:00+00:00,24.53654876868575,1.0443822898743302,0.982,1.074723129952709,0.04626434115638151,1.1611555150028774,2,17,3909.7613648816036,True,0.5,0.0
2019-01-01 05:00:00+00:00,26.208316369762898,1.0442986705259456,0.982,1.074229912945113,0.046180721807997004,1.2172591260324221,2,17,3860.679846758464,True,0.5,0.0
2019-01-01 06:00:00+00:00,27.710565606826083,1.043655993721859,0.982,1.0732000855787418,0.04553804500391024,1.2573096244659627,2,16,3918.997314029536,True,0.5,0.0
2019-01-01 07:00:00+00:00,29.539608016480198,1.043007803644946,0.982,1.0718337383451932,0.04488985492699722,1.311082644904563,2,16,3962.4923308867706,True,0.5,0.0
2019-01-01 08:00:00+00:00,32.384993311341134,1.0411377734307012,0.982,1.0691731772614423,0.04301982471275242,1.3908634700709837,3,16,4243.3075273418435,True,0.5,0.0
2019-01-01 09:00:00+00:00,43.80582514244637,1.0376433372792828,0.982,1.063648246583172,0.03954665581695763,1.6199637453986344,3,11,4489.850944385337,True,0.5,0.0
2019-01-01 10:00:00+00:00,60.42569062636029,1.0324803734405994,0.982,1.0636000000000003,0.03453757194513154,1.9536147937407358,3,8,4791.043461155995,True,0.5,0.0
2019-01-01 11:00:00+00:00,63.38793576426676,1.030778997094128,0.982,1.0636000000000003,0.03289208637630395,2.0256555717384557,3,8,4977.9638378007885,True,0.5,0.0
2019-01-01 12:00:00+00:00,61.38532228394243,1.0314080157710066,0.982,1.0635999999999999,0.033503632155025144,1.9363810896676454,3,8,4938.223261992779,True,0.5,0.0
2019-01-01 13:00:00+00:00,50.899875501782155,1.0334770018422597,0.982,1.0636,0.0355080768913172,1.731210352598039,3,8,4913.129811627016,True,0.5,0.0
2019-01-01 14:00:00+00:00,41.75865280093009,1.0347888554067306,0.982,1.0636,0.03677160516571927,1.5412712600765965,3,10,4934.108528392197,True,0.5,0.0
2019-01-01 15:00:00+00:00,41.67235078352581,1.033451692792161,0.982,1.0636,0.03545117115798887,1.4966630137828212,2,9,5111.530284756181,True,0.5,0.0
2019-01-01 16:00:00+00:00,44.34882619563361,1.0310408457957354,0.982,1.0635999999999999,0.03311412134936261,1.5182620842035688,2,9,5431.9481214181405,True,0.5,0.0
2019-01-01 17:00:00+00:00,44.731056421844826,1.0305161136716663,0.982,1.0636000000000008,0.03261946655954431,1.5161457388527606,2,9,5490.714626617992,True,0.5,0.0
2019-01-01 18:00:00+00:00,43.07370949075418,1.0309939962350445,0.982,1.0636000000000003,0.03309077731366423,1.485878429905628,2,9,5435.7908000543475,True,0.5,0.0
2019-01-01 19:00:00+00:00,41.90116992107381,1.032490259454071,0.982,1.0636000000000005,0.03453971871255927,1.4802351475692772,2,9,5220.000495887898,True,0.5,0.0
2019-01-01 20:00:00+00:00,41.174688230421296,1.033900756050564,0.982,1.0635999999999999,0.035913165099293175,1.4731954607221613,2,10,5036.750214307851,True,0.5,0.0
2019-01-01 21:00:00+00:00,38.93550044729548,1.0350484428900943,0.982,1.0636159293882874,0.03701562752432679,1.4347686943469316,2,11,4951.751984769671,True,0.5,0.0
2019-01-01 22:00:00+00:00,37.27410642739103,1.0371313054115319,0.982,1.0660354661185818,0.039017686157630516,1.423387376327317,2,13,4676.284484249464,True,0.5,0.0
2019-01-01 23:00:00+00:00,33.30156960492158,1.0390934684449558,0.982,1.0687277143765017,0.040975519727007005,1.3418212538166332,2,15,4500.289559006105,True,0.5,0.0
2019-01-02 00:00:00+00:00,31.050575825924543,1.040214539194008,0.982,1.070224219362923,0.04209659047605918,1.3016057017923606,2,16,4338.148452994334,True,0.5,0.0
2019-01-02 01:00:00+00:00,30.0725277180081,1.0406409333690994,0.982,1.0710161918234944,0.042522984651150404,1.2762676645862778,2,16,4290.202786760663,True,0.5,0.0
2019-01-02 02:00:00+00:00,30.26026639421336,1.0409242625810606,0.982,1.0709878127332613,0.0428063138631118,1.2732527899741168,2,16,4254.002932933427,True,0.5,0.0
2019-01-02 03:00:00+00:00,30.978503628238357,1.0398061272783035,0.982,1.0700337926364913,0.04168817856035473,1.2757202563255536,2,16,4428.664898711964,True,0.5,0.0
2019-01-02 04:00:00+00:00,33.999887911401075,1.0375130621510193,0.982,1.0670566719005632,0.039444809847992174,1.3231264827235703,2,12,4716.317473786792,True,0.5,0.0
2019-01-02 05:00:00+00:00,37.93591469395544,1.0331261657642643,0.982,1.0635999999999997,0.035200713814104355,1.355502656719997,2,9,5304.592949211314,True,0.5,0.0
2019-01-02 06:00:00+00:00,41.314328325827546,1.0292591840355432,0.982,1.0636000000000003,0.031467624544503914,1.3592765818940775,2,9,5849.02441503919,True,0.5,0.0
2019-01-02 07:00:00+00:00,42.297230276454464,1.0274045817155382,0.982,1.0636000000000003,0.030003036277215518,1.333967711068351,2,8,6177.309075355394,True,0.5,0.0
2019-01-02 08:00:00+00:00,49.295754306329336,1.026061268794867,0.982,1.0635999999999999,0.028723460533552993,1.5819555231710487,3,7,6378.660302019243,True,0.5,0.0
2019-01-02 09:00:00+00:00,98.94843728498948,1.0141869840697295,0.9792532916185304,1.0636,0.022181411304476546,2.7662489441274976,3,1,6523.337805587276,True,0.5,0.0
2019-01-02 10:00:00+00:00,133.67687423073664,1.0050531101981737,0.9642795841560832,1.0636000000000005,0.02339583439812376,3.4926966209712456,4,1,6641.470777886624,True,0.5,0.0
2019-01-02 11:00:00+00:00,135.54310585967525,1.0044218472628388,0.9626298274197699,1.0636,0.02377996635514855,3.5388919270417447,4,1,6675.893677950953,True,0.5,0.0
2019-01-02 12:00:00+00:00,130.04134703599084,1.0062646276391785,0.9660120825970933,1.0636000000000003,0.022896527431612756,3.461225960178966,3,1,6591.812293989571,True,0.5,0.0
2019-01-02 13:00:00+00:00,92.5010858639296,1.0165013234246392,0.982,1.0636,0.022693199092009946,2.737226424542615,2,1,6427.415835258569,True,0.5,0.0
2019-01-02 14:00:00+00:00,39.2673499285535,1.028148534062707,0.982,1.0636,0.030470965030424353,1.3304459207260637,2,9,6430.974373176506,True,0.5,0.0
2019-01-02 15:00:00+00:00,36.6336875732552,1.0270096169066785,0.982,1.0636,0.029781588753536717,0.9778951482378078,0,8,6521.034900054082,True,0.5,0.0
2019-01-02 16:00:00+00:00,40.103903608224336,1.0236156088678523,0.982,1.0636,0.02760556712033841,0.935922697944491,0,4,6914.397851453557,True,0.5,0.0
2019-01-02 17:00:00+00:00,39.33200492408962,1.0238388751811978,0.982,1.0636000000000005,0.02772137171445971,0.889883837443344,0,6,6904.112281465346,True,0.5,0.0
2019-01-02 18:00:00+00:00,36.810813520703846,1.0256843567192777,0.982,1.0636000000000003,0.028892516568170715,0.862441176383437,0,8,6696.924103780704,True,0.5,0.0
2019-01-02 19:00:00+00:00,32.92302346195111,1.0286323430988276,0.982,1.0636,0.031047374933019515,0.8246799302172472,0,8,6345.085200151771,True,0.5,0.0
2019-01-02 20:00:00+00:00,30.026457296515506,1.0310926699359213,0.982,1.0636000000000003,0.03326521726157754,0.7908955243312871,0,9,6051.006769991158,True,0.5,0.0
2019-01-02 21:00:00+00:00,27.89315469034719,1.032817144885604,0.982,1.0635999999999999,0.034927099022820374,0.7607138462014288,0,9,5848.673425541228,True,0.5,0.0
2019-01-02 22:00:00+00:00,24.03142157727698,1.0362981499444204,0.982,1.0660132128691056,0.03830200876620675,0.7058927413900697,0,12,5417.942579556256,True,0.5,0.0
2019-01-02 23:00:00+00:00,21.05400573118994,1.038966232769835,0.982,1.0691921619769156,0.04087207912201701,0.6693728936702584,0,16,5077.289280924807,True,0.5,0.0
2019-01-03 00:00:00+00:00,19.84263745905293,1.0398667160283557,0.982,1.0702670441241418,0.041751586136246924,0.6487652894851915,0,16,4943.070856528018,True,0.5,0.0
2019-01-03 01:00:00+00:00,19.329508134050805,1.0401683129132562,0.982,1.0708402955661864,0.0420503641953073,0.6392590068413323,0,16,4885.027246097717,True,0.5,0.0
2019-01-03 02:00:00+00:00,19.094910967594963,1.040328090288451,0.982,1.0710000635084989,0.042210141570502055,0.6377386375666778,0,16,4860.218182232249,True,0.5,0.0
2019-01-03 03:00:00+00:00,19.79091237130146,1.0399585649134253,0.982,1.0705331400645024,0.04184566554841658,0.6508959150945686,0,16,4921.095143313869,True,0.5,0.0
2019-01-03 04:00:00+00:00,21.878338860909828,1.038083372345937,0.982,1.0680161529847567,0.04003684493834881,0.6798131816150599,0,14,5180.497443735432,True,0.5,0.0
2019-01-03 05:00:00+00:00,26.199291275361876,1.0342857319544674,0.982,1.0636000000000005,0.036383341630194216,0.7261554276656881,0,10,5672.888792066808,True,0.5,0.0
2019-01-03 06:00:00+00:00,30.934840800796017,1.0302311527932988,0.982,1.0636,0.03244729021553888,0.7794955998420617,0,9,6180.411747302674,True,0.5,0.0
2019-01-03 07:00:00+00:00,33.243516802966965,1.0278907413995035,0.982,1.0635999999999994,0.030396938308356408,0.7905624153719565,0,8,6505.065997837539,True,0.5,0.0
2019-01-03 08:00:00+00:00,30.63344140718855,1.0286927425558388,0.982,1.0636000000000003,0.030981592367929495,0.8608785284328716,0,8,6693.2806517359495,True,0.5,0.0
2019-01-03 09:00:00+00:00,41.16624506382689,1.0269947296436779,0.982,1.0636,0.029385162932713076,1.7306099496758027,2,7,6738.745723704599,True,0.5,0.0
2019-01-03 10:00:00+00:00,57.830194996076216,1.0223337495778502,0.982,1.0636,0.02628239517821157,2.282730529959383,2,5,6863.417890134779,True,0.5,0.0
2019-01-03 11:00:00+00:00,56.611431991690225,1.0224892988246201,0.982,1.0636,0.026439408051244475,2.251805881561005,2,5,6887.363946475142,True,0.5,0.0
2019-01-03 12:00:00+00:00,44.0598743665407,1.0261302535982328,0.982,1.0636,0.028711255543841095,1.886259028782503,2,7,6762.684272893349,True,0.5,0.0
