timestamp,losses_mw,vm_mean,vm_min,vm_max,voltage_deviation_pu,max_line_loading,n_overloaded_lines,n_voltage_violations,total_load_mw,converged
2019-01-01 00:00:00+00:00,4.167973043292822,1.0573037769046127,1.0100000000000002,1.0900000000000003,0.057303776904612955,0.008400155157494454,0,10,196.48613686303295,True
2019-01-01 01:00:00+00:00,3.763931527757493,1.057774126669814,1.0099999999999998,1.0900000000000005,0.057774126669813915,0.007947550786572274,0,10,190.093770925299,True
2019-01-01 02:00:00+00:00,3.2231580988717305,1.058192801909256,1.0100000000000002,1.0900000000000003,0.05819280190925597,0.007246035307694924,0,10,182.21319878273943,True
2019-01-01 03:00:00+00:00,3.067533912203061,1.058396353790201,1.01,1.0899999999999996,0.05839635379020109,0.006977014973543312,0,10,182.08697185095076,True
2019-01-01 04:00:00+00:00,2.8670942883072423,1.0586780756826317,1.0099999999999998,1.0899999999999999,0.05867807568263182,0.006646420012613448,0,10,179.51974420394336,True
2019-01-01 05:00:00+00:00,2.688083205252523,1.0590230530163192,1.01,1.09,0.059023053016319174,0.0063250914474319575,0,10,176.76683716036126,True
2019-01-01 06:00:00+00:00,2.7635542729455196,1.0590071326133972,1.01,1.09,0.05900713261339712,0.006389930295310626,0,10,179.66799622399313,True
2019-01-01 07:00:00+00:00,2.6455220400748685,1.0591017181871656,1.0100000000000002,1.0899999999999999,0.05910171818716549,0.0062111987618905795,0,10,181.2447915871142,True
2019-01-01 08:00:00+00:00,2.6332717973357083,1.058692880992656,1.01,1.0900000000000005,0.05869288099265592,0.006105509342045116,0,10,196.1722863324339,True
2019-01-01 09:00:00+00:00,2.487641077531966,1.0585648147381188,1.0100000000000002,1.0899999999999999,0.058564814738118955,0.004928564912570535,0,10,206.77316726716953,True
2019-01-01 10:00:00+00:00,3.017095433811592,1.0580609116910185,1.0099999999999996,1.0900000000000003,0.05806091169101857,0.004285142123863748,0,10,220.91542621522862,True
2019-01-01 11:00:00+00:00,3.4187528182341973,1.057518385515085,1.0099999999999996,1.0900000000000005,0.05751838551508478,0.0045085494584217786,0,10,231.11150158538965,True
2019-01-01 12:00:00+00:00,3.0813425874937166,1.0576090069452875,1.0100000000000002,1.09,0.05760900694528748,0.004468631336061838,0,10,227.47483651531581,True
2019-01-01 13:00:00+00:00,2.9785850233010844,1.0575520675592158,1.01,1.0899999999999999,0.057552067559215665,0.005830280086055333,0,10,226.75176080010988,True
2019-01-01 14:00:00+00:00,3.840551723503687,1.0568554130496814,1.0100000000000002,1.0900000000000003,0.05685541304968127,0.00772008936203894,0,10,227.92178918347545,True
2019-01-01 15:00:00+00:00,5.067862134788866,1.0560193103501374,1.0099999999999998,1.09,0.056019310350137484,0.009060869869333464,0,10,236.5558664011007,True
2019-01-01 16:00:00+00:00,5.9573454768885545,1.05499487393642,1.01,1.09,0.054994873936420184,0.009923696716229844,0,9,250.8364093622839,True
2019-01-01 17:00:00+00:00,6.078017130542441,1.0547381163636858,1.0100000000000002,1.0900000000000003,0.054738116363685606,0.010062607039643574,0,9,253.26989612907198,True
