timestamp,losses_mw,vm_mean,vm_min,vm_max,voltage_deviation_pu,max_line_loading,n_overloaded_lines,n_voltage_violations,total_load_mw,converged,total_gen_mw
2019-01-01 00:00:00+00:00,3.229838098553415,0.9993544375325514,0.9788903345400843,1.0117711028647087,0.0063621964903950445,0.3706397025982825,0,0,241.4152150589116,True,172.0
2019-01-01 01:00:00+00:00,2.8885610826080583,1.0005949153314435,0.9827324301402869,1.012472286039855,0.005717421174286776,0.35225889731553744,0,0,232.2834111608958,True,162.0
2019-01-01 02:00:00+00:00,2.681524596641567,1.0016152584851779,0.9849703808721334,1.0132457069680922,0.005354734993875916,0.3388222107507157,0,0,223.87239167343512,True,150.0
2019-01-01 03:00:00+00:00,2.690992921234699,1.0017898734781001,0.9854791565585429,1.013339301726614,0.005361646774201219,0.34060911090634666,0,0,222.6136257988548,True,143.0
2019-01-01 04:00:00+00:00,2.7860460068417083,1.0017271836404291,0.984524438455433,1.0134733703169,0.005488557196663684,0.3450137944607681,0,0,222.18246472213417,True,139.0
2019-01-01 05:00:00+00:00,2.8370948369771396,1.001858767790551,0.9844041997322208,1.0136929092937652,0.005594787839733748,0.34869114695820247,0,0,220.18899412749857,True,133.0
2019-01-01 06:00:00+00:00,2.961905003512584,1.0013659042439051,0.9828971055002522,1.01338849200711,0.005844952915480188,0.3556378864711595,0,0,224.3792906172746,True,135.0
2019-01-01 07:00:00+00:00,2.9233910510699905,1.0011100470066974,0.9822034212633574,1.0131645484412768,0.0059094611476407065,0.35415690920327686,0,0,228.3952819367132,True,133.0
2019-01-01 08:00:00+00:00,2.38827064642085,1.0006074480051623,0.9835312187775329,1.0121064333893495,0.005623911162315285,0.3381467130870294,0,0,244.32039841626988,True,124.0
2019-01-01 09:00:00+00:00,1.6889370674767914,1.0005140757349076,0.9858812799611681,1.0112374934225066,0.0050671362101108635,0.3029395449673186,0,0,259.4956129049765,True,96.0
2019-01-01 10:00:00+00:00,1.4061897722312873,0.9997594030936212,0.9862888416063941,1.010001297245149,0.004930712002564428,0.28248869615336075,0,0,276.52299096021653,True,73.0
2019-01-01 11:00:00+00:00,1.437258736525953,0.999023174529819,0.9856484014203204,1.0091689628901124,0.005023224613804778,0.28350966110482045,0,0,286.02651475776725,True,73.0
2019-01-01 12:00:00+00:00,1.51236885251756,0.9991433344204831,0.9847963157508405,1.009546136169636,0.005093070427616469,0.2928988769060359,0,0,282.5004329087037,True,79.0
